Модель,Цена,Год выпуска,Пробег,Кузов,Объем,Мощность,Коробка,Тип двигателя,Топливо,Расход,Привод,Разгон,"Максимальная скорость, км/ч",Страна марки,Класс,Цвет,Состояние,Владельцы,ПТС
Chevrolet Aveo II,388000.0,2012.0,84989.0,седан,1.6,115.0,механика,бензин,АИ-95,6.6,передний,11.3,189.0,США,B,синий,не требует ремонта,3,оригинал
Toyota RAV 4 IV (CA40) Рестайлинг,1250000.0,2015.0,38600.0,внедорожник 5 дв.,2.0,146.0,вариатор,бензин,АИ-95,7.4,передний,11.1,180.0,Япония,J,коричневый,не требует ремонта,1,оригинал
Renault Sandero I,299000.0,2011.0,123000.0,хэтчбек 5 дв.,1.6,103.0,механика,бензин,АИ-95,7.1,передний,10.5,180.0,Франция,B,белый,не требует ремонта,2,оригинал
LADA (ВАЗ) 2114,150000.0,2011.0,160000.0,хэтчбек 5 дв.,1.6,90.0,механика,бензин,АИ-95,7.6,передний,11.2,185.0,Россия,B,чёрный,не требует ремонта,2,оригинал
Citroen C5 II,799000.0,2010.0,107764.0,седан,1.6,150.0,автомат,бензин,АИ-95,7.7,передний,9.8,210.0,Франция,D,серебристый,не требует ремонта,2,оригинал
Renault Duster I,699000.0,2015.0,79095.0,внедорожник 5 дв.,2.0,135.0,автомат,бензин,АИ-95,8.7,полный,11.7,172.0,Франция,J,чёрный,не требует ремонта,1,оригинал
Suzuki SX4 I (Classic) Рестайлинг,699000.0,2014.0,39117.0,хэтчбек 5 дв.,1.6,112.0,механика,бензин,АИ-95,6.8,полный,11.5,175.0,Япония,J,серый,не требует ремонта,1,оригинал
Nissan Note I,315000.0,2005.0,200001.0,хэтчбек 5 дв.,1.5,109.0,вариатор,бензин,АИ-92,nan,передний,nan,5.4,Япония,C,серый,не требует ремонта,3,оригинал
Chevrolet Niva I Рестайлинг,360000.0,2012.0,122120.0,внедорожник 5 дв.,1.7,80.0,механика,бензин,АИ-95,10.8,полный,19.0,140.0,США,J,серый,не требует ремонта,2,оригинал
Ford Focus III,535000.0,2013.0,82000.0,хэтчбек 5 дв.,1.6,105.0,робот,бензин,АИ-95,6.4,передний,13.1,182.0,США,C,красный,не требует ремонта,2,оригинал
Volvo S60 II,720000.0,2013.0,120000.0,седан,2.0,180.0,автомат,бензин,АИ-95,8.3,передний,9.0,225.0,Швеция,D,серебристый,не требует ремонта,3,оригинал
Hyundai Accent  II (ТагАЗ) ТагАЗ,210000.0,2008.0,198000.0,седан,1.5,102.0,автомат,бензин,АИ-92,8.6,передний,14.2,166.0,Южная Корея,B,чёрный,не требует ремонта,3,дубликат
Hyundai Accent  II (ТагАЗ) ТагАЗ,230000.0,2006.0,159027.0,седан,1.5,102.0,механика,бензин,АИ-92,7.5,передний,10.5,181.0,Южная Корея,B,серебристый,не требует ремонта,1,дубликат
Hyundai i40 I,699000.0,2013.0,89000.0,седан,2.0,150.0,автомат,бензин,АИ-95,7.8,передний,10.7,202.0,Южная Корея,D,чёрный,не требует ремонта,2,оригинал
Mazda 6 III (GJ),1099000.0,2015.0,92000.0,седан,2.0,150.0,автомат,бензин,АИ-95,6.1,передний,10.5,207.0,Япония,D,красный,не требует ремонта,1,оригинал
Toyota RAV 4 III (XA30) Рестайлинг,950000.0,2011.0,46060.0,внедорожник 5 дв.,2.0,148.0,вариатор,бензин,АИ-95,7.6,полный,11.5,185.0,Япония,J,серый,не требует ремонта,1,оригинал
Mazda CX-5 I Рестайлинг,1399000.0,2017.0,54713.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,6.3,передний,8.9,191.0,Япония,J,белый,не требует ремонта,1,оригинал
Renault Sandero I Stepway,485000.0,2012.0,39854.0,хэтчбек 5 дв.,1.6,84.0,механика,бензин,АИ-95,7.6,передний,12.4,163.0,Франция,B,чёрный,не требует ремонта,1,оригинал
Toyota Highlander II (U40) Рестайлинг,1579000.0,2013.0,124951.0,внедорожник 5 дв.,3.5,273.0,автомат,бензин,АИ-95,12.4,полный,8.2,180.0,Япония,J,чёрный,не требует ремонта,2,оригинал
Volkswagen Passat CC I,625000.0,2011.0,110524.0,седан,1.8,152.0,робот,бензин,АИ-95,7.3,передний,8.6,222.0,Германия,E,чёрный,не требует ремонта,3,оригинал
Chevrolet Lacetti,355000.0,2009.0,104550.0,хэтчбек 5 дв.,1.4,94.0,механика,бензин,АИ-95,7.2,передний,11.6,175.0,США,C,красный,не требует ремонта,2,оригинал
Infiniti FX  I (S50) Рестайлинг FX35,790000.0,2007.0,166000.0,внедорожник 5 дв.,3.5,280.0,автомат,бензин,АИ-95,12.6,полный,7.8,212.0,Япония,J,коричневый,не требует ремонта,3,оригинал
Hyundai ix35 I Рестайлинг,935000.0,2014.0,85311.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,8.8,полный,11.7,175.0,Южная Корея,J,чёрный,не требует ремонта,3,оригинал
LADA (ВАЗ) XRAY I,669000.0,2016.0,21782.0,хэтчбек 5 дв.,1.6,106.0,механика,бензин,АИ-95,7.2,передний,11.4,176.0,Россия,B,коричневый,не требует ремонта,3,оригинал
ИЖ 2126 «Ода»,50555.0,2002.0,130000.0,хэтчбек 5 дв.,1.6,73.0,механика,бензин,АИ-92,8.0,задний,14.9,160.0,Россия,B,белый,не требует ремонта,3,оригинал
Audi Q5 I,800000.0,2009.0,97000.0,внедорожник 5 дв.,2.0,211.0,робот,бензин,АИ-95,8.5,полный,7.2,222.0,Германия,J,серый,не требует ремонта,2,оригинал
Renault Sandero I,465000.0,2012.0,44730.0,хэтчбек 5 дв.,1.6,103.0,автомат,бензин,АИ-95,8.4,передний,11.7,175.0,Франция,B,чёрный,не требует ремонта,1,оригинал
Kia Picanto III,749000.0,2018.0,5911.0,хэтчбек 5 дв.,1.3,84.0,автомат,бензин,АИ-95,5.4,передний,13.7,161.0,Южная Корея,A,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) XRAY I,595000.0,2016.0,56000.0,хэтчбек 5 дв.,1.6,110.0,механика,бензин,АИ-95,6.8,передний,11.1,181.0,Россия,B,коричневый,не требует ремонта,3,оригинал
Toyota Land Cruiser Prado 150 Series Рестайлинг 2,3690000.0,2017.0,49984.0,внедорожник 5 дв.,4.0,249.0,автомат,бензин,АИ-95,10.8,полный,9.7,175.0,Япония,J,белый,не требует ремонта,2,оригинал
Volkswagen Tiguan I Рестайлинг,770000.0,2012.0,153490.0,внедорожник 5 дв.,1.4,150.0,робот,бензин,АИ-95,7.1,передний,9.6,192.0,Германия,J,серебристый,не требует ремонта,3,оригинал
Kia Sportage IV,1490000.0,2017.0,27742.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,7.9,передний,11.1,181.0,Южная Корея,J,коричневый,не требует ремонта,1,оригинал
Lexus RX  II Рестайлинг 350,950000.0,2008.0,138912.0,внедорожник 5 дв.,3.5,276.0,автомат,бензин,АИ-95,11.2,полный,7.8,200.0,Япония,J,чёрный,не требует ремонта,3,оригинал
Renault Sandero I Stepway,479000.0,2012.0,30609.0,хэтчбек 5 дв.,1.6,84.0,механика,бензин,АИ-95,7.6,передний,12.4,163.0,Франция,B,чёрный,не требует ремонта,1,оригинал
Nissan Almera Classic I,410000.0,2012.0,96000.0,седан,1.6,107.0,автомат,бензин,АИ-95,7.6,передний,13.9,177.0,Япония,C,серебристый,не требует ремонта,2,оригинал
Volkswagen Jetta VI,679000.0,2014.0,106477.0,седан,1.4,122.0,робот,бензин,АИ-98,6.0,передний,9.8,202.0,Германия,C,чёрный,не требует ремонта,3,оригинал
Hyundai Solaris I,479000.0,2012.0,112519.0,хэтчбек 5 дв.,1.6,123.0,механика,бензин,АИ-92,6.0,передний,10.2,190.0,Южная Корея,B,фиолетовый,не требует ремонта,1,оригинал
LADA (ВАЗ) Kalina II,469000.0,2017.0,32661.0,хэтчбек 5 дв.,1.6,106.0,механика,бензин,АИ-95,6.7,передний,11.0,181.0,Россия,B,белый,не требует ремонта,1,оригинал
Volkswagen Passat B6,480000.0,2008.0,136119.0,седан,1.8,160.0,автомат,бензин,АИ-95,8.2,передний,9.0,215.0,Германия,D,белый,не требует ремонта,3,оригинал
Opel Astra J Рестайлинг GTC,585000.0,2013.0,96000.0,хэтчбек 3 дв.,1.4,140.0,автомат,бензин,АИ-95,6.8,передний,10.3,200.0,Германия,C,зелёный,не требует ремонта,2,оригинал
LADA (ВАЗ) 2121 (4x4),105000.0,1997.0,270000.0,внедорожник 3 дв.,1.7,80.0,механика,бензин,АИ-95,11.8,полный,17.0,142.0,Россия,J,белый,не требует ремонта,2,оригинал
Opel Zafira B Рестайлинг,410000.0,2010.0,158900.0,компактвэн,1.8,140.0,робот,бензин,АИ-95,7.1,передний,12.9,197.0,Германия,M,белый,не требует ремонта,2,оригинал
Skoda Fabia II Рестайлинг,395000.0,2013.0,66000.0,хэтчбек 5 дв.,1.2,70.0,механика,бензин,АИ-95,5.5,передний,14.9,163.0,Чехия,B,белый,не требует ремонта,1,оригинал
BMW 5 серия  VI (F10/F11/F07) Рестайлинг 520i,1390000.0,2015.0,120500.0,седан,2.0,184.0,автомат,бензин,АИ-95,6.0,задний,7.9,233.0,Германия,E,чёрный,не требует ремонта,1,оригинал
Mercedes-Benz B-klasse  II (W246) 200,950000.0,2012.0,90000.0,хэтчбек 5 дв.,1.6,156.0,робот,бензин,АИ-95,6.2,передний,8.4,220.0,Германия,C,серый,не требует ремонта,2,оригинал
Kia Rio III Рестайлинг,689000.0,2016.0,53751.0,седан,1.6,123.0,автомат,бензин,АИ-95,6.4,передний,11.2,185.0,Южная Корея,B,коричневый,не требует ремонта,1,оригинал
Hyundai i40 I,800000.0,2014.0,115000.0,седан,2.0,150.0,автомат,бензин,АИ-95,7.8,передний,10.7,202.0,Южная Корея,D,серый,не требует ремонта,2,оригинал
Lexus IS  III 250,1595000.0,2014.0,69000.0,седан,2.5,208.0,автомат,бензин,АИ-95,8.6,задний,8.1,225.0,Япония,D,белый,не требует ремонта,1,оригинал
Lexus RX  I 300,465000.0,2002.0,255458.0,внедорожник 5 дв.,3.0,223.0,автомат,бензин,АИ-95,nan,полный,8.5,180.0,Япония,J,серебристый,не требует ремонта,1,оригинал
Ford Focus III,575000.0,2013.0,73761.0,хэтчбек 5 дв.,1.6,105.0,механика,бензин,АИ-95,5.9,передний,12.3,187.0,США,C,синий,не требует ремонта,1,оригинал
Ford Focus III,625000.0,2014.0,72718.0,седан,1.6,105.0,робот,бензин,АИ-95,6.4,передний,13.2,184.0,США,C,серебристый,не требует ремонта,1,оригинал
Hyundai ix35 I Рестайлинг,1055000.0,2015.0,51236.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,8.8,передний,11.5,177.0,Южная Корея,J,коричневый,не требует ремонта,3,оригинал
Chevrolet Spark III,380000.0,2013.0,48897.0,хэтчбек 5 дв.,1.0,67.0,автомат,бензин,АИ-95,6.3,передний,17.5,143.0,США,A,красный,не требует ремонта,1,оригинал
